time,Equip,CCID,MsgID,DataLen,Delay
2022-07-28 17:26:57,CI,1,1,107
2022-07-28 17:26:57,CI,1,2,174
2022-07-28 17:26:57,CI,1,3,120
2022-07-28 17:26:57,ZC,1,4,1006
2022-07-28 17:26:58,CI,1,5,107
2022-07-28 17:26:58,CI,1,6,174
2022-07-28 17:26:58,CI,1,7,120
2022-07-28 17:26:58,ZC,1,8,1006
2022-07-28 17:26:58,CI,1,9,107
2022-07-28 17:26:58,CI,1,10,174
2022-07-28 17:26:58,CI,1,11,120
2022-07-28 17:26:58,CI,1,12,116
2022-07-28 17:26:58,CI,1,13,121
2022-07-28 17:26:59,ZC,1,14,1006
2022-07-28 17:26:59,CI,1,15,107
2022-07-28 17:26:59,CI,1,16,174
2022-07-28 17:26:59,CI,1,17,120
2022-07-28 17:26:59,ZC,1,18,1006
2022-07-28 17:26:59,CI,1,19,107
2022-07-28 17:26:59,CI,1,20,174
2022-07-28 17:26:59,CI,1,21,120
2022-07-28 17:27:00,CI,1,22,107
2022-07-28 17:27:00,CI,1,23,174
2022-07-28 17:27:00,CI,1,24,120
2022-07-28 17:27:00,ZC,1,25,1006
2022-07-28 17:27:00,CI,1,26,116
2022-07-28 17:27:00,CI,1,27,121
2022-07-28 17:27:00,ATS,1,28,98
2022-07-28 17:27:01,CI,1,29,107
2022-07-28 17:27:01,CI,1,30,174
2022-07-28 17:27:01,CI,1,31,120
2022-07-28 17:27:01,ZC,1,32,1006
2022-07-28 17:27:01,CI,1,33,107
2022-07-28 17:27:01,CI,1,34,174
2022-07-28 17:27:01,CI,1,35,120
2022-07-28 17:27:02,ZC,1,36,1006
2022-07-28 17:27:02,CI,1,37,107
2022-07-28 17:27:02,CI,1,38,174
2022-07-28 17:27:02,CI,1,39,120
2022-07-28 17:27:02,CI,1,40,116
2022-07-28 17:27:02,CI,1,41,121
2022-07-28 17:27:02,ZC,1,42,1006
2022-07-28 17:27:02,CI,1,43,107
2022-07-28 17:27:02,CI,1,44,174
2022-07-28 17:27:02,CI,1,45,120
2022-07-28 17:27:03,ZC,1,46,1006
2022-07-28 17:27:03,CI,1,47,107
2022-07-28 17:27:03,CI,1,48,174
2022-07-28 17:27:03,CI,1,49,120
2022-07-28 17:27:04,CI,1,50,107
2022-07-28 17:27:04,CI,1,51,174
2022-07-28 17:27:04,CI,1,52,120
2022-07-28 17:27:04,ZC,1,53,1006
2022-07-28 17:27:04,CI,1,54,116
2022-07-28 17:27:04,CI,1,55,121
2022-07-28 17:27:04,ATS,1,56,98
2022-07-28 17:27:04,CI,1,57,107
2022-07-28 17:27:04,CI,1,58,174
2022-07-28 17:27:04,CI,1,59,120
2022-07-28 17:27:04,ZC,1,60,1006
2022-07-28 17:27:05,CI,1,61,107
2022-07-28 17:27:05,CI,1,62,174
2022-07-28 17:27:05,CI,1,63,120
2022-07-28 17:27:05,ZC,1,64,1006
2022-07-28 17:27:06,CI,1,65,107
2022-07-28 17:27:06,CI,1,66,174
